nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 13:50:00",1990,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 13:50:00",-1590,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 13:50:00",880,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 13:50:00",1080,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 13:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 13:50:00",770,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 13:50:00",1020,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 13:50:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 13:50:00",1650,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 13:50:00",1680,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 13:50:00",1960,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 13:50:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 14:20:00",470,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 14:20:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 14:20:00",1520,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 14:00:00",6250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 14:20:00",360,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 14:20:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 14:20:00",3510,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 14:20:00",2030,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 14:20:00",2000,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 14:20:00",-1600,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 14:20:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 14:20:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 14:20:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 14:20:00",770,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 14:20:00",1060,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 14:20:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 14:20:00",1660,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 14:20:00",1690,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 14:20:00",1960,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 14:20:00",1700,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 14:50:00",380,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 14:50:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 14:50:00",1510,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 14:00:00",6250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 14:50:00",340,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 14:50:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 14:50:00",3480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 14:50:00",2000,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 14:50:00",1940,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 14:50:00",-1600,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 14:50:00",860,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 14:50:00",970,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 14:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 14:50:00",780,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 14:50:00",1130,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 14:50:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 14:50:00",1660,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 14:50:00",1690,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 14:40:00",1980,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 14:50:00",1760,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 15:20:00",430,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 15:20:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 15:20:00",1500,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 15:20:00",6340,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 15:20:00",340,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 15:20:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 15:20:00",3510,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 15:20:00",1970,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 15:20:00",1930,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 15:20:00",-1580,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 15:20:00",850,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 15:20:00",960,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 15:20:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 15:20:00",820,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 15:20:00",1170,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 15:20:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 15:20:00",1710,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 15:20:00",1690,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 15:20:00",1940,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 15:20:00",1830,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 15:50:00",550,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 15:50:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 15:50:00",1480,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 15:20:00",6340,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 15:50:00",320,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 15:50:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 15:50:00",3600,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 15:50:00",1930,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 15:50:00",1930,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 15:50:00",-1600,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 15:50:00",860,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 15:50:00",970,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 15:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 15:50:00",850,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 15:50:00",1170,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 15:50:00",1850,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 15:50:00",1750,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 15:50:00",1700,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 15:50:00",1930,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 15:50:00",1770,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 16:20:00",510,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 16:20:00",490,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 16:20:00",1470,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 16:00:00",6400,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 16:20:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 16:20:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 16:20:00",3690,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 16:20:00",1860,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 16:20:00",1940,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 16:20:00",-1610,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 16:20:00",1080,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 16:20:00",980,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 16:20:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 16:20:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 16:20:00",1150,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 16:20:00",1870,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 16:20:00",1750,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 16:20:00",1690,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 16:20:00",1940,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 16:20:00",1660,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 16:50:00",440,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 16:50:00",490,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 16:50:00",1460,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 16:50:00",6500,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 16:50:00",280,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 16:40:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 16:50:00",3770,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 16:50:00",1820,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 16:50:00",1890,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 16:50:00",-1610,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 16:50:00",980,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 16:50:00",1030,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 16:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 16:50:00",940,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 16:50:00",390,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 16:50:00",1890,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 16:50:00",1740,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 16:50:00",1680,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 16:50:00",1880,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 16:50:00",1710,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 17:20:00",420,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 17:20:00",480,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 17:20:00",1460,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 17:20:00",6510,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 17:20:00",270,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 17:20:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 17:20:00",3830,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 17:20:00",1810,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 17:20:00",1860,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 17:20:00",-1640,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 17:20:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 17:20:00",1090,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 17:20:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 17:20:00",920,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 17:20:00",390,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 17:10:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 17:20:00",1740,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 17:20:00",1660,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 17:20:00",1910,"Status : Siaga 2"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 17:20:00",1600,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 17:50:00",600,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 17:50:00",480,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 17:50:00",1440,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 17:20:00",6510,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 17:50:00",260,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 17:50:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 17:50:00",3840,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 17:50:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 17:50:00",1830,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 17:50:00",-1650,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 17:50:00",960,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 17:50:00",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 17:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 17:50:00",900,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 17:50:00",390,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 17:10:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 17:50:00",1730,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 17:50:00",1670,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 17:50:00",1870,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 17:50:00",1570,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 18:20:00",500,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 18:20:00",470,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 18:20:00",1430,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 18:00:00",6500,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 18:20:00",250,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 18:20:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 18:20:00",3860,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 18:20:00",1760,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 18:20:00",1730,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 18:20:00",-1630,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 18:20:00",950,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 18:20:00",1220,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 18:20:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 18:20:00",810,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 18:20:00",390,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 18:00:00",1200,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 18:20:00",1720,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 18:20:00",1640,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 18:20:00",1820,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 18:20:00",1560,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 18:50:00",690,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 18:50:00",470,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 18:50:00",1420,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-07 18:00:00",6500,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-07 18:50:00",240,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-07 18:50:00",160,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-07 18:50:00",3860,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-07 18:50:00",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-07 18:50:00",1680,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-07 18:50:00",-1640,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-07 18:50:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-07 18:50:00",1260,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-07 18:50:00",1000,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-07 05:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-07 18:50:00",760,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-07 18:50:00",390,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-07 18:00:00",1200,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-07 18:50:00",1710,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-07 18:50:00",1600,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-07 18:50:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-07 18:50:00",1550,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-07 19:20:00",590,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-07 19:20:00",460,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-07 19:20:00",1400,"Status : Normal"
